RetainedRef	DuplicateRef
ENSMUST00000237540.1	ENSMUST00000236183.1
ENSMUST00000044116.13	ENSMUST00000118118.7
ENSMUST00000008684.10	ENSMUST00000120302.7
ENSMUST00000008684.10	ENSMUST00000120230.7
ENSMUST00000204820.2	ENSMUST00000059957.3
ENSMUST00000114603.7	ENSMUST00000166769.7
ENSMUST00000168169.9	ENSMUST00000144908.2
ENSMUST00000215962.1	ENSMUST00000076965.1
ENSMUST00000035218.8	ENSMUST00000202637.1
ENSMUST00000100275.9	ENSMUST00000170770.1
ENSMUST00000155966.7	ENSMUST00000189013.6
ENSMUST00000120818.7	ENSMUST00000121851.1
ENSMUST00000135093.7	ENSMUST00000147949.7
ENSMUST00000235596.1	ENSMUST00000237639.1
ENSMUST00000102946.7	ENSMUST00000021785.7
ENSMUST00000216834.1	ENSMUST00000099656.1
ENSMUST00000084325.9	ENSMUST00000030266.11
ENSMUST00000084325.9	ENSMUST00000106421.8
ENSMUST00000205546.1	ENSMUST00000020707.11
ENSMUST00000170341.2	ENSMUST00000233137.1
ENSMUST00000238155.1	ENSMUST00000080721.5
ENSMUST00000113822.2	ENSMUST00000053597.2
ENSMUST00000181748.1	ENSMUST00000179905.1
ENSMUST00000019226.13	ENSMUST00000106007.9
ENSMUST00000019226.13	ENSMUST00000201710.3
ENSMUST00000205679.1	ENSMUST00000206213.2
ENSMUST00000099604.5	ENSMUST00000099606.1
ENSMUST00000215479.1	ENSMUST00000206688.1
ENSMUST00000044783.13	ENSMUST00000115460.7
ENSMUST00000068690.6	ENSMUST00000167915.1
ENSMUST00000215324.1	ENSMUST00000093434.4
ENSMUST00000178765.1	ENSMUST00000178081.1
ENSMUST00000178765.1	ENSMUST00000177695.1
ENSMUST00000178765.1	ENSMUST00000178864.2
ENSMUST00000178765.1	ENSMUST00000178168.2
ENSMUST00000178765.1	ENSMUST00000098128.3
ENSMUST00000178765.1	ENSMUST00000098123.3
ENSMUST00000007754.12	ENSMUST00000150969.7
ENSMUST00000110939.7	ENSMUST00000110938.1
ENSMUST00000130752.1	ENSMUST00000184631.3
ENSMUST00000215417.1	ENSMUST00000080660.5
ENSMUST00000099123.4	ENSMUST00000229623.1
ENSMUST00000079625.10	ENSMUST00000122242.7
ENSMUST00000079625.10	ENSMUST00000188964.6
ENSMUST00000218663.1	ENSMUST00000070849.5
ENSMUST00000103121.9	ENSMUST00000169335.7
ENSMUST00000226533.1	ENSMUST00000230180.1
ENSMUST00000210071.1	ENSMUST00000216239.1
ENSMUST00000113501.7	ENSMUST00000202901.3
ENSMUST00000102638.7	ENSMUST00000102637.7
ENSMUST00000061891.10	ENSMUST00000110132.2
ENSMUST00000131552.4	ENSMUST00000070724.11
ENSMUST00000015812.11	ENSMUST00000059099.6
ENSMUST00000146297.7	ENSMUST00000029149.12
ENSMUST00000132325.9	ENSMUST00000136049.9
ENSMUST00000024791.14	ENSMUST00000229587.1
ENSMUST00000094962.8	ENSMUST00000115128.7
ENSMUST00000026892.14	ENSMUST00000150679.7
ENSMUST00000215780.1	ENSMUST00000093853.4
ENSMUST00000138563.8	ENSMUST00000200585.4
ENSMUST00000215239.1	ENSMUST00000108152.8
ENSMUST00000215239.1	ENSMUST00000230237.1
ENSMUST00000215239.1	ENSMUST00000229171.1
ENSMUST00000210907.1	ENSMUST00000210697.1
ENSMUST00000112978.1	ENSMUST00000229145.1
ENSMUST00000020484.7	ENSMUST00000219962.1
ENSMUST00000020484.7	ENSMUST00000219442.1
ENSMUST00000108041.7	ENSMUST00000098132.10
ENSMUST00000108041.7	ENSMUST00000108040.7
ENSMUST00000108041.7	ENSMUST00000108042.2
ENSMUST00000109865.7	ENSMUST00000109864.7
ENSMUST00000109865.7	ENSMUST00000062047.5
ENSMUST00000109865.7	ENSMUST00000109863.1
ENSMUST00000138842.7	ENSMUST00000149533.7
ENSMUST00000110610.7	ENSMUST00000110609.7
ENSMUST00000110610.7	ENSMUST00000166078.8
ENSMUST00000214109.1	ENSMUST00000097163.2
ENSMUST00000097284.9	ENSMUST00000153445.8
ENSMUST00000155405.7	ENSMUST00000025802.9
ENSMUST00000236632.1	ENSMUST00000235844.1
ENSMUST00000186722.1	ENSMUST00000177985.3
ENSMUST00000209822.2	ENSMUST00000235753.1
ENSMUST00000209822.2	ENSMUST00000094829.1
ENSMUST00000102785.3	ENSMUST00000239127.1
ENSMUST00000102785.3	ENSMUST00000056759.10
ENSMUST00000102785.3	ENSMUST00000179282.7
ENSMUST00000217334.2	ENSMUST00000213436.2
ENSMUST00000217334.2	ENSMUST00000216242.2
ENSMUST00000217334.2	ENSMUST00000094834.5
ENSMUST00000213456.1	ENSMUST00000099871.4
ENSMUST00000109858.1	ENSMUST00000109859.8
ENSMUST00000077489.11	ENSMUST00000112371.8
ENSMUST00000016125.11	ENSMUST00000215797.1
ENSMUST00000030560.8	ENSMUST00000105999.8
ENSMUST00000030560.8	ENSMUST00000105998.7
ENSMUST00000214917.1	ENSMUST00000215791.1
ENSMUST00000214917.1	ENSMUST00000059244.2
ENSMUST00000165125.7	ENSMUST00000063719.14
ENSMUST00000165125.7	ENSMUST00000117950.1
ENSMUST00000053906.10	ENSMUST00000177559.7
ENSMUST00000053906.10	ENSMUST00000111163.8
ENSMUST00000053906.10	ENSMUST00000111164.8
ENSMUST00000040751.5	ENSMUST00000112242.1
ENSMUST00000040751.5	ENSMUST00000185333.1
ENSMUST00000172702.8	ENSMUST00000034625.11
ENSMUST00000212405.1	ENSMUST00000216528.1
ENSMUST00000059472.9	ENSMUST00000193334.2
ENSMUST00000108567.8	ENSMUST00000054680.11
ENSMUST00000108567.8	ENSMUST00000108566.7
ENSMUST00000092849.11	ENSMUST00000173722.7
ENSMUST00000108451.3	ENSMUST00000045035.11
ENSMUST00000131558.1	ENSMUST00000105522.8
ENSMUST00000113906.8	ENSMUST00000113905.7
ENSMUST00000113906.8	ENSMUST00000232294.1
ENSMUST00000132829.2	ENSMUST00000084544.4
ENSMUST00000132829.2	ENSMUST00000202041.1
ENSMUST00000142395.7	ENSMUST00000084026.11
ENSMUST00000174143.1	ENSMUST00000087656.4
ENSMUST00000018491.7	ENSMUST00000071465.8
ENSMUST00000162830.7	ENSMUST00000100670.9
ENSMUST00000119704.1	ENSMUST00000050273.8
ENSMUST00000119704.1	ENSMUST00000120495.1
ENSMUST00000161256.7	ENSMUST00000230323.1
ENSMUST00000189759.6	ENSMUST00000190536.1
ENSMUST00000189759.6	ENSMUST00000170525.2
ENSMUST00000213228.1	ENSMUST00000216519.1
ENSMUST00000213228.1	ENSMUST00000072608.1
ENSMUST00000238733.1	ENSMUST00000094666.3
ENSMUST00000029521.4	ENSMUST00000107301.1
ENSMUST00000192146.1	ENSMUST00000239155.1
ENSMUST00000192146.1	ENSMUST00000214825.1
ENSMUST00000192146.1	ENSMUST00000238925.1
ENSMUST00000027966.13	ENSMUST00000159969.7
ENSMUST00000216772.1	ENSMUST00000053050.1
ENSMUST00000125965.7	ENSMUST00000124931.7
ENSMUST00000125965.7	ENSMUST00000147113.1
ENSMUST00000177236.7	ENSMUST00000106682.9
ENSMUST00000112559.7	ENSMUST00000178950.1
ENSMUST00000112559.7	ENSMUST00000069477.7
ENSMUST00000030693.12	ENSMUST00000171223.1
ENSMUST00000056919.8	ENSMUST00000212214.1
ENSMUST00000224248.1	ENSMUST00000224111.1
ENSMUST00000224248.1	ENSMUST00000229872.1
ENSMUST00000224248.1	ENSMUST00000229167.1
ENSMUST00000130782.7	ENSMUST00000145276.7
ENSMUST00000178569.1	ENSMUST00000179880.1
ENSMUST00000102534.10	ENSMUST00000178884.7
ENSMUST00000078222.8	ENSMUST00000000317.12
ENSMUST00000114925.9	ENSMUST00000027285.12
ENSMUST00000114925.9	ENSMUST00000118059.2
ENSMUST00000065917.15	ENSMUST00000217908.1
ENSMUST00000065917.15	ENSMUST00000218828.1
ENSMUST00000115660.11	ENSMUST00000155967.2
ENSMUST00000076155.5	ENSMUST00000235307.1
ENSMUST00000113970.7	ENSMUST00000052699.12
ENSMUST00000051446.15	ENSMUST00000229188.1
ENSMUST00000084307.4	ENSMUST00000238721.1
ENSMUST00000084307.4	ENSMUST00000238485.1
ENSMUST00000023601.13	ENSMUST00000115335.1
ENSMUST00000023601.13	ENSMUST00000178797.7
ENSMUST00000216443.2	ENSMUST00000055517.2
ENSMUST00000129327.8	ENSMUST00000106245.8
ENSMUST00000117150.7	ENSMUST00000063717.13
ENSMUST00000117150.7	ENSMUST00000145727.7
ENSMUST00000090475.9	ENSMUST00000111174.7
ENSMUST00000195756.5	ENSMUST00000193953.5
ENSMUST00000078572.8	ENSMUST00000034700.14
ENSMUST00000078572.8	ENSMUST00000180365.8
ENSMUST00000107183.7	ENSMUST00000015846.8
ENSMUST00000107183.7	ENSMUST00000164406.7
ENSMUST00000205956.1	ENSMUST00000165205.1
ENSMUST00000214132.1	ENSMUST00000070804.2
ENSMUST00000213367.2	ENSMUST00000214819.2
ENSMUST00000213367.2	ENSMUST00000216871.2
ENSMUST00000213367.2	ENSMUST00000215284.2
ENSMUST00000213367.2	ENSMUST00000098137.2
ENSMUST00000171479.7	ENSMUST00000189534.6
ENSMUST00000098853.8	ENSMUST00000108582.9
ENSMUST00000098853.8	ENSMUST00000108583.8
ENSMUST00000171292.7	ENSMUST00000063199.12
ENSMUST00000171292.7	ENSMUST00000191605.6
ENSMUST00000113156.1	ENSMUST00000095035.2
ENSMUST00000063641.10	ENSMUST00000118064.1
ENSMUST00000109331.8	ENSMUST00000060808.9
ENSMUST00000068456.7	ENSMUST00000206382.1
ENSMUST00000068456.7	ENSMUST00000206734.1
ENSMUST00000216394.1	ENSMUST00000216763.1
ENSMUST00000217006.1	ENSMUST00000214438.1
ENSMUST00000217006.1	ENSMUST00000054845.5
ENSMUST00000041806.12	ENSMUST00000101225.1
ENSMUST00000114184.7	ENSMUST00000009120.7
ENSMUST00000177943.7	ENSMUST00000027695.7
ENSMUST00000107455.7	ENSMUST00000107454.1
ENSMUST00000107455.7	ENSMUST00000079420.6
ENSMUST00000149700.7	ENSMUST00000140382.2
ENSMUST00000204458.2	ENSMUST00000204932.1
ENSMUST00000204458.2	ENSMUST00000203272.2
ENSMUST00000214711.1	ENSMUST00000098189.3
ENSMUST00000122333.1	ENSMUST00000049105.10
ENSMUST00000189888.6	ENSMUST00000065545.5
ENSMUST00000187530.2	ENSMUST00000179502.1
ENSMUST00000229300.1	ENSMUST00000230992.1
ENSMUST00000118875.7	ENSMUST00000073605.14
ENSMUST00000156690.7	ENSMUST00000135493.7
ENSMUST00000202481.1	ENSMUST00000094593.6
ENSMUST00000074622.10	ENSMUST00000166814.7
ENSMUST00000156768.7	ENSMUST00000217190.1
ENSMUST00000226191.1	ENSMUST00000203310.2
ENSMUST00000226191.1	ENSMUST00000203488.2
ENSMUST00000164411.9	ENSMUST00000097418.7
ENSMUST00000164411.9	ENSMUST00000166348.9
ENSMUST00000164411.9	ENSMUST00000180103.2
ENSMUST00000164411.9	ENSMUST00000177568.8
ENSMUST00000164411.9	ENSMUST00000167956.9
ENSMUST00000164411.9	ENSMUST00000231545.1
ENSMUST00000234735.1	ENSMUST00000121018.7
ENSMUST00000151677.8	ENSMUST00000134545.2
ENSMUST00000159002.1	ENSMUST00000230388.1
ENSMUST00000204095.2	ENSMUST00000061720.4
ENSMUST00000093912.10	ENSMUST00000103033.7
ENSMUST00000048065.5	ENSMUST00000230731.1
ENSMUST00000218535.1	ENSMUST00000084799.1
ENSMUST00000232147.1	ENSMUST00000238668.1
ENSMUST00000174822.7	ENSMUST00000075036.8
ENSMUST00000129986.7	ENSMUST00000149931.1
ENSMUST00000060389.9	ENSMUST00000211983.1
ENSMUST00000109076.1	ENSMUST00000109077.8
ENSMUST00000038361.10	ENSMUST00000171405.1
ENSMUST00000021820.13	ENSMUST00000177948.1
ENSMUST00000072954.7	ENSMUST00000050077.14
ENSMUST00000025779.10	ENSMUST00000180435.7
ENSMUST00000038194.4	ENSMUST00000229333.1
ENSMUST00000215347.2	ENSMUST00000055840.6
ENSMUST00000204587.3	ENSMUST00000217073.2
ENSMUST00000204587.3	ENSMUST00000075859.4
ENSMUST00000108860.7	ENSMUST00000108859.7
ENSMUST00000024774.13	ENSMUST00000229925.1
ENSMUST00000032286.6	ENSMUST00000112013.7
ENSMUST00000058167.2	ENSMUST00000188789.1
ENSMUST00000030845.12	ENSMUST00000105693.1
ENSMUST00000039798.15	ENSMUST00000150395.7
ENSMUST00000039798.15	ENSMUST00000147712.7
ENSMUST00000132775.7	ENSMUST00000045843.14
ENSMUST00000108069.7	ENSMUST00000108070.8
ENSMUST00000108069.7	ENSMUST00000032709.2
ENSMUST00000215909.1	ENSMUST00000062494.1
ENSMUST00000214769.1	ENSMUST00000080365.5
ENSMUST00000217635.1	ENSMUST00000143255.2
ENSMUST00000217635.1	ENSMUST00000213404.1
ENSMUST00000217635.1	ENSMUST00000099795.1
ENSMUST00000015892.13	ENSMUST00000161476.7
ENSMUST00000229350.1	ENSMUST00000230536.1
ENSMUST00000203700.2	ENSMUST00000065786.3
ENSMUST00000225388.1	ENSMUST00000043605.5
ENSMUST00000120041.7	ENSMUST00000122358.7
ENSMUST00000120041.7	ENSMUST00000121791.7
ENSMUST00000120041.7	ENSMUST00000002391.14
ENSMUST00000164242.8	ENSMUST00000045956.13
ENSMUST00000231605.1	ENSMUST00000232218.1
ENSMUST00000236162.1	ENSMUST00000173571.1
ENSMUST00000108438.9	ENSMUST00000032696.6
ENSMUST00000148631.7	ENSMUST00000086459.5
ENSMUST00000178149.2	ENSMUST00000178396.1
ENSMUST00000110081.9	ENSMUST00000215764.1
ENSMUST00000003612.12	ENSMUST00000107172.7
ENSMUST00000150182.7	ENSMUST00000143703.1
ENSMUST00000237570.1	ENSMUST00000208071.1
ENSMUST00000109848.9	ENSMUST00000161410.7
ENSMUST00000226255.1	ENSMUST00000055847.3
ENSMUST00000179165.8	ENSMUST00000022906.7
ENSMUST00000179165.8	ENSMUST00000202117.5
ENSMUST00000179165.8	ENSMUST00000202152.2
ENSMUST00000142064.7	ENSMUST00000170356.1
ENSMUST00000132517.7	ENSMUST00000043866.7
ENSMUST00000204404.2	ENSMUST00000147433.7
ENSMUST00000039537.13	ENSMUST00000168223.1
ENSMUST00000217298.1	ENSMUST00000214905.1
ENSMUST00000217298.1	ENSMUST00000104995.2
ENSMUST00000063669.7	ENSMUST00000033290.11
ENSMUST00000196979.4	ENSMUST00000029376.12
ENSMUST00000196979.4	ENSMUST00000171384.7
ENSMUST00000025054.9	ENSMUST00000167489.1
ENSMUST00000183819.7	ENSMUST00000027908.12
ENSMUST00000027725.10	ENSMUST00000116528.1
ENSMUST00000166464.1	ENSMUST00000108931.2
ENSMUST00000190827.6	ENSMUST00000186451.1
ENSMUST00000190827.6	ENSMUST00000041543.8
ENSMUST00000107764.8	ENSMUST00000071096.2
ENSMUST00000142388.7	ENSMUST00000075789.3
ENSMUST00000216415.1	ENSMUST00000206463.2
ENSMUST00000216415.1	ENSMUST00000062380.2
ENSMUST00000216496.1	ENSMUST00000074987.2
ENSMUST00000118687.7	ENSMUST00000027472.6
ENSMUST00000222517.1	ENSMUST00000021933.7
ENSMUST00000122232.7	ENSMUST00000120753.2
ENSMUST00000122232.7	ENSMUST00000107362.9
ENSMUST00000214019.1	ENSMUST00000214267.1
ENSMUST00000214019.1	ENSMUST00000061365.2
ENSMUST00000182191.7	ENSMUST00000146543.8
ENSMUST00000182191.7	ENSMUST00000131325.2
ENSMUST00000124158.7	ENSMUST00000214197.1
ENSMUST00000031106.7	ENSMUST00000201533.1
ENSMUST00000035844.10	ENSMUST00000117324.7
ENSMUST00000035844.10	ENSMUST00000120852.7
ENSMUST00000035844.10	ENSMUST00000118628.7
ENSMUST00000035844.10	ENSMUST00000118493.7
ENSMUST00000163123.2	ENSMUST00000086538.9
ENSMUST00000230122.1	ENSMUST00000229421.1
ENSMUST00000229495.1	ENSMUST00000167968.8
ENSMUST00000189964.6	ENSMUST00000188114.1
ENSMUST00000189964.6	ENSMUST00000179404.7
ENSMUST00000189964.6	ENSMUST00000187842.6
ENSMUST00000189964.6	ENSMUST00000166474.2
ENSMUST00000217304.1	ENSMUST00000081184.2
ENSMUST00000114242.8	ENSMUST00000025193.13
ENSMUST00000226845.1	ENSMUST00000228666.1
ENSMUST00000226845.1	ENSMUST00000227388.1
ENSMUST00000226845.1	ENSMUST00000228113.1
ENSMUST00000226845.1	ENSMUST00000076180.1
ENSMUST00000066905.8	ENSMUST00000203830.2
ENSMUST00000228832.1	ENSMUST00000227547.1
ENSMUST00000228832.1	ENSMUST00000226669.1
ENSMUST00000228832.1	ENSMUST00000227932.1
ENSMUST00000228832.1	ENSMUST00000170290.1
ENSMUST00000215952.1	ENSMUST00000216307.1
ENSMUST00000215952.1	ENSMUST00000065024.1
ENSMUST00000116238.8	ENSMUST00000072357.13
ENSMUST00000102778.7	ENSMUST00000109179.8
ENSMUST00000165466.7	ENSMUST00000112778.3
ENSMUST00000221422.1	ENSMUST00000221227.1
ENSMUST00000221422.1	ENSMUST00000221191.1
ENSMUST00000006167.12	ENSMUST00000097546.8
ENSMUST00000238292.1	ENSMUST00000238657.1
ENSMUST00000238292.1	ENSMUST00000238418.1
ENSMUST00000238292.1	ENSMUST00000238753.1
ENSMUST00000238292.1	ENSMUST00000238408.1
ENSMUST00000238292.1	ENSMUST00000080987.6
ENSMUST00000213308.2	ENSMUST00000051058.2
ENSMUST00000236780.1	ENSMUST00000237495.1
ENSMUST00000236780.1	ENSMUST00000235487.1
ENSMUST00000236780.1	ENSMUST00000235394.1
ENSMUST00000236780.1	ENSMUST00000236093.1
ENSMUST00000236780.1	ENSMUST00000235894.1
ENSMUST00000192195.5	ENSMUST00000111276.8
ENSMUST00000029707.12	ENSMUST00000193398.1
ENSMUST00000029707.12	ENSMUST00000166021.7
ENSMUST00000058060.13	ENSMUST00000109415.1
ENSMUST00000217281.1	ENSMUST00000072784.3
ENSMUST00000039165.14	ENSMUST00000184996.7
ENSMUST00000226294.1	ENSMUST00000226180.1
ENSMUST00000226294.1	ENSMUST00000072044.1
ENSMUST00000088454.12	ENSMUST00000100262.3
ENSMUST00000088454.12	ENSMUST00000088452.10
ENSMUST00000217602.1	ENSMUST00000214938.1
ENSMUST00000217602.1	ENSMUST00000214668.1
ENSMUST00000217602.1	ENSMUST00000031086.4
ENSMUST00000164034.7	ENSMUST00000020101.11
ENSMUST00000164034.7	ENSMUST00000067908.13
ENSMUST00000155852.6	ENSMUST00000193669.1
ENSMUST00000228001.1	ENSMUST00000228824.1
ENSMUST00000111568.4	ENSMUST00000099852.5
ENSMUST00000043475.6	ENSMUST00000201184.1
ENSMUST00000052374.12	ENSMUST00000171115.2
ENSMUST00000052374.12	ENSMUST00000170134.8
ENSMUST00000187625.6	ENSMUST00000045091.12
ENSMUST00000214677.1	ENSMUST00000091605.2
ENSMUST00000146415.1	ENSMUST00000105811.8
ENSMUST00000146415.1	ENSMUST00000105810.7
ENSMUST00000146415.1	ENSMUST00000105809.1
ENSMUST00000172863.1	ENSMUST00000174451.1
ENSMUST00000224371.1	ENSMUST00000225730.1
ENSMUST00000166259.7	ENSMUST00000165109.1
ENSMUST00000166259.7	ENSMUST00000070898.5
ENSMUST00000110752.3	ENSMUST00000110749.3
ENSMUST00000026270.8	ENSMUST00000238984.1
ENSMUST00000214168.1	ENSMUST00000078171.1
ENSMUST00000106301.7	ENSMUST00000064991.12
ENSMUST00000114017.7	ENSMUST00000114018.9
ENSMUST00000079012.12	ENSMUST00000101032.9
ENSMUST00000110079.8	ENSMUST00000046656.8
ENSMUST00000228642.1	ENSMUST00000226925.1
ENSMUST00000228642.1	ENSMUST00000075158.1
ENSMUST00000029975.9	ENSMUST00000108130.1
ENSMUST00000110028.7	ENSMUST00000028910.8
ENSMUST00000110028.7	ENSMUST00000110027.1
ENSMUST00000170188.7	ENSMUST00000085116.3
ENSMUST00000029106.12	ENSMUST00000180222.7
ENSMUST00000019997.10	ENSMUST00000105527.1
ENSMUST00000142734.7	ENSMUST00000150290.8
ENSMUST00000142734.7	ENSMUST00000146468.3
ENSMUST00000115012.7	ENSMUST00000115009.1
ENSMUST00000108165.7	ENSMUST00000062708.6
ENSMUST00000216537.1	ENSMUST00000229462.1
ENSMUST00000189446.6	ENSMUST00000187905.6
ENSMUST00000189446.6	ENSMUST00000035029.2
ENSMUST00000167715.7	ENSMUST00000168678.7
ENSMUST00000167715.7	ENSMUST00000049169.5
ENSMUST00000028672.12	ENSMUST00000069423.12
ENSMUST00000028672.12	ENSMUST00000090602.5
ENSMUST00000028672.12	ENSMUST00000111309.7
ENSMUST00000115642.7	ENSMUST00000033501.14
ENSMUST00000215541.1	ENSMUST00000057817.2
ENSMUST00000207969.3	ENSMUST00000214638.2
ENSMUST00000207969.3	ENSMUST00000215407.2
ENSMUST00000207969.3	ENSMUST00000214613.2
ENSMUST00000207969.3	ENSMUST00000214551.2
ENSMUST00000207969.3	ENSMUST00000073507.2
ENSMUST00000093290.11	ENSMUST00000101477.1
ENSMUST00000212605.1	ENSMUST00000093162.3
ENSMUST00000216420.1	ENSMUST00000213477.1
ENSMUST00000097958.2	ENSMUST00000209294.1
ENSMUST00000105690.8	ENSMUST00000177654.7
ENSMUST00000028034.14	ENSMUST00000195749.5
ENSMUST00000028034.14	ENSMUST00000076435.8
ENSMUST00000032958.13	ENSMUST00000107059.1
ENSMUST00000223103.1	ENSMUST00000223342.1
ENSMUST00000223103.1	ENSMUST00000223177.1
ENSMUST00000216722.1	ENSMUST00000073675.4
ENSMUST00000006362.3	ENSMUST00000181916.3
ENSMUST00000184703.7	ENSMUST00000120984.8
ENSMUST00000209192.2	ENSMUST00000078282.2
ENSMUST00000205738.1	ENSMUST00000205972.1
ENSMUST00000217475.1	ENSMUST00000034562.8
ENSMUST00000217475.1	ENSMUST00000214962.1
ENSMUST00000217475.1	ENSMUST00000216755.1
ENSMUST00000218065.1	ENSMUST00000073322.1
ENSMUST00000022622.13	ENSMUST00000178730.7
ENSMUST00000161859.7	ENSMUST00000067837.9
ENSMUST00000161859.7	ENSMUST00000169407.8
ENSMUST00000101094.8	ENSMUST00000179684.2
ENSMUST00000159284.1	ENSMUST00000213501.1
ENSMUST00000203578.2	ENSMUST00000204802.1
ENSMUST00000036917.2	ENSMUST00000160392.8
ENSMUST00000106609.7	ENSMUST00000029483.14
ENSMUST00000227713.1	ENSMUST00000164527.1
ENSMUST00000113263.7	ENSMUST00000230549.1
ENSMUST00000117637.7	ENSMUST00000118092.7
ENSMUST00000154975.7	ENSMUST00000146401.1
ENSMUST00000106239.7	ENSMUST00000062306.6
ENSMUST00000176110.7	ENSMUST00000177329.1
ENSMUST00000049298.14	ENSMUST00000107669.8
ENSMUST00000213676.1	ENSMUST00000215137.1
ENSMUST00000213676.1	ENSMUST00000100150.1
ENSMUST00000216014.2	ENSMUST00000217451.2
ENSMUST00000216014.2	ENSMUST00000215567.2
ENSMUST00000216014.2	ENSMUST00000074180.1
ENSMUST00000114835.7	ENSMUST00000124137.7
ENSMUST00000114835.7	ENSMUST00000186314.1
ENSMUST00000107327.7	ENSMUST00000107319.7
ENSMUST00000023482.12	ENSMUST00000114712.7
ENSMUST00000029085.8	ENSMUST00000169630.7
ENSMUST00000189592.6	ENSMUST00000179508.1
ENSMUST00000189592.6	ENSMUST00000187277.6
ENSMUST00000189592.6	ENSMUST00000169382.2
ENSMUST00000202569.3	ENSMUST00000202331.3
ENSMUST00000202569.3	ENSMUST00000031693.2
ENSMUST00000052286.15	ENSMUST00000184915.7
ENSMUST00000052286.15	ENSMUST00000184142.7
ENSMUST00000136872.7	ENSMUST00000214148.1
ENSMUST00000174548.7	ENSMUST00000038572.14
ENSMUST00000143495.7	ENSMUST00000168746.7
ENSMUST00000217734.1	ENSMUST00000050541.4
ENSMUST00000106899.3	ENSMUST00000027372.7
ENSMUST00000213988.1	ENSMUST00000100151.1
ENSMUST00000113512.7	ENSMUST00000113513.7
ENSMUST00000113512.7	ENSMUST00000113515.7
ENSMUST00000113512.7	ENSMUST00000113514.7
ENSMUST00000219602.1	ENSMUST00000098162.1
ENSMUST00000211392.1	ENSMUST00000210650.1
ENSMUST00000211392.1	ENSMUST00000046245.5
ENSMUST00000214676.1	ENSMUST00000087822.2
ENSMUST00000217617.1	ENSMUST00000213954.1
ENSMUST00000217617.1	ENSMUST00000087857.2
ENSMUST00000201130.3	ENSMUST00000031359.8
ENSMUST00000218183.1	ENSMUST00000074989.6
ENSMUST00000229558.1	ENSMUST00000230813.1
ENSMUST00000041860.12	ENSMUST00000170049.1
ENSMUST00000132121.7	ENSMUST00000134965.7
ENSMUST00000029448.10	ENSMUST00000196988.4
ENSMUST00000059743.11	ENSMUST00000171165.7
ENSMUST00000059743.11	ENSMUST00000191368.6
ENSMUST00000059743.11	ENSMUST00000171112.7
ENSMUST00000059743.11	ENSMUST00000178627.7
ENSMUST00000035493.13	ENSMUST00000163168.8
ENSMUST00000035493.13	ENSMUST00000180341.1
ENSMUST00000035493.13	ENSMUST00000167182.7
ENSMUST00000035493.13	ENSMUST00000180020.7
ENSMUST00000174302.7	ENSMUST00000079589.10
ENSMUST00000174302.7	ENSMUST00000107123.9
ENSMUST00000174302.7	ENSMUST00000173870.7
ENSMUST00000217062.2	ENSMUST00000213894.1
ENSMUST00000217062.2	ENSMUST00000216145.1
ENSMUST00000217062.2	ENSMUST00000213657.1
ENSMUST00000217062.2	ENSMUST00000054567.1
ENSMUST00000166032.7	ENSMUST00000197901.4
ENSMUST00000166032.7	ENSMUST00000045245.9
ENSMUST00000120834.7	ENSMUST00000067757.10
ENSMUST00000036303.8	ENSMUST00000096299.8
ENSMUST00000213899.1	ENSMUST00000217564.1
ENSMUST00000213899.1	ENSMUST00000213707.1
ENSMUST00000213899.1	ENSMUST00000213152.1
ENSMUST00000213899.1	ENSMUST00000074543.1
ENSMUST00000046893.9	ENSMUST00000204667.1
ENSMUST00000231641.1	ENSMUST00000232018.1
ENSMUST00000101018.10	ENSMUST00000222711.1
ENSMUST00000101018.10	ENSMUST00000179041.7
ENSMUST00000101018.10	ENSMUST00000230508.1
ENSMUST00000101018.10	ENSMUST00000230181.1
ENSMUST00000101018.10	ENSMUST00000230432.1
ENSMUST00000123739.7	ENSMUST00000214330.1
ENSMUST00000237104.1	ENSMUST00000236504.1
ENSMUST00000237104.1	ENSMUST00000236030.1
ENSMUST00000237104.1	ENSMUST00000096119.4
ENSMUST00000033135.8	ENSMUST00000165023.7
ENSMUST00000040846.14	ENSMUST00000029393.14
ENSMUST00000216556.1	ENSMUST00000217374.1
ENSMUST00000216556.1	ENSMUST00000056592.2
ENSMUST00000123673.7	ENSMUST00000147804.7
ENSMUST00000071555.12	ENSMUST00000106215.10
ENSMUST00000211006.2	ENSMUST00000216230.1
ENSMUST00000211006.2	ENSMUST00000061920.4
ENSMUST00000174317.7	ENSMUST00000229211.1
ENSMUST00000214743.1	ENSMUST00000215055.1
ENSMUST00000214743.1	ENSMUST00000099778.1
ENSMUST00000044551.7	ENSMUST00000118869.7
ENSMUST00000093152.1	ENSMUST00000093153.1
ENSMUST00000170941.2	ENSMUST00000229228.2
ENSMUST00000212066.1	ENSMUST00000212897.1
ENSMUST00000020911.13	ENSMUST00000171158.7
